date,time,home_team,visitor_team,home_score,visitor_score,stadium
20170818,1800,広島,ヤクルト,1,0,マツダスタジアム
20170818,1800,日本ハム,西武,4,0,札幌ドーム
20170818,1800,楽天,ソフトバンク,1,4,Koboパーク宮城
20170818,1800,オリックス,ロッテ,2,5,京セラD大阪
20170819,1400,巨人,DeNA,6,1,東京ドーム
20170819,1400,中日,阪神,1,8,ナゴヤドーム
20170819,1800,広島,ヤクルト,0,5,マツダスタジアム
20170819,1400,日本ハム,西武,0,3,札幌ドーム
20170819,1800,楽天,ソフトバンク,0,2,Koboパーク宮城
20170819,1400,オリックス,ロッテ,7,3,京セラD大阪
20170820,1400,巨人,DeNA,6,1,東京ドーム
20170820,1400,中日,阪神,2,3,ナゴヤドーム
20170820,1800,広島,ヤクルト,6,5,マツダスタジアム
20170820,1400,日本ハム,西武,9,3,札幌ドーム
20170820,1700,楽天,ソフトバンク,1,4,Koboパーク宮城
20170820,1300,オリックス,ロッテ,3,2,京セラD大阪
20170822,1800,ヤクルト,阪神,5,4,神　宮
20170822,1800,DeNA,広島,6,5,横　浜
20170822,1800,中日,巨人,2,9,ナゴヤドーム
20170822,1815,ロッテ,楽天,2,6,ZOZOマリン
20170822,1800,オリックス,日本ハム,5,2,ほっと神戸
20170822,1800,ソフトバンク,西武,7,0,ヤフオクドーム
20170823,1800,ヤクルト,阪神,4,7,神　宮
20170823,1800,DeNA,広島,7,6,横　浜
20170823,1800,中日,巨人,4,1,ナゴヤドーム
20170823,1815,ロッテ,楽天,5,3,ZOZOマリン
20170823,1800,オリックス,日本ハム,2,3,ほっと神戸
20170823,1800,ソフトバンク,西武,9,0,ヤフオクドーム
20170824,1800,ヤクルト,阪神,3,6,神　宮
20170824,1800,DeNA,広島,5,4,横　浜
20170824,1815,ロッテ,楽天,2,1,ZOZOマリン
20170824,1800,ソフトバンク,西武,10,1,ヤフオクドーム
20170825,1800,巨人,阪神,6,3,東京ドーム
20170825,1800,ヤクルト,DeNA,6,8,神　宮
20170825,1800,広島,中日,9,1,マツダスタジアム
20170825,1800,楽天,日本ハム,3,5,Koboパーク宮城
20170825,1800,西武,オリックス,8,0,県営大宮
20170825,1800,ソフトバンク,ロッテ,3,10,ヤフオクドーム
20170826,1800,巨人,阪神,4,8,東京ドーム
20170826,1800,ヤクルト,DeNA,5,4,神　宮
20170826,1800,広島,中日,6,2,マツダスタジアム
20170826,1600,楽天,日本ハム,4,5,Koboパーク宮城
20170826,1800,西武,オリックス,0,9,メットライフ
20170826,1800,ソフトバンク,ロッテ,3,6,ヤフオクドーム
20170827,1400,巨人,阪神,6,0,東京ドーム
20170827,1800,ヤクルト,DeNA,3,7,神　宮
20170827,1800,広島,中日,5,6,マツダスタジアム
20170827,1600,楽天,日本ハム,2,5,Koboパーク宮城
20170827,1800,西武,オリックス,9,10,メットライフ
20170827,1300,ソフトバンク,ロッテ,3,0,ヤフオクドーム
20170829,1800,巨人,広島,1,2,東京ドーム
20170829,1800,中日,DeNA,7,6,ナゴヤドーム
20170829,1800,阪神,ヤクルト,3,0,甲子園
20170829,1800,楽天,西武,1,3,Koboパーク宮城
20170829,1815,ロッテ,オリックス,6,2,ZOZOマリン
20170830,1800,巨人,広島,6,4,東京ドーム
20170830,1800,中日,DeNA,3,6,ナゴヤドーム
20170830,1800,阪神,ヤクルト,4,3,甲子園
20170830,1800,日本ハム,ソフトバンク,3,1,旭　川
20170830,1800,楽天,西武,8,8,Koboパーク宮城
20170830,1815,ロッテ,オリックス,2,7,ZOZOマリン
20170831,1800,巨人,広島,3,1,東京ドーム
20170831,1800,中日,DeNA,4,2,ナゴヤドーム
20170831,1800,阪神,ヤクルト,1,0,甲子園
20170831,1800,日本ハム,ソフトバンク,3,4,札幌ドーム
20170831,1800,楽天,西武,2,6,Koboパーク宮城
20170831,1900,ロッテ,オリックス,4,14,ZOZOマリン
20170901,1800,ヤクルト,広島,2,3,神　宮
20170901,1800,DeNA,巨人,0,3,横　浜
20170901,1800,阪神,中日,5,3,甲子園
20170901,1830,ロッテ,日本ハム,4,3,ZOZOマリン
20170901,1800,オリックス,西武,2,7,ほっと神戸
20170901,1800,ソフトバンク,楽天,2,0,ヤフオクドーム
20170902,1700,ヤクルト,広島,1,3,神　宮
20170902,1800,DeNA,巨人,1,3,横　浜
20170902,1800,阪神,中日,9,2,甲子園
20170902,1700,ロッテ,日本ハム,3,0,ZOZOマリン
20170902,1400,オリックス,西武,4,2,京セラD大阪
20170902,1400,ソフトバンク,楽天,3,1,ヤフオクドーム
20170903,1700,ヤクルト,広島,2,9,神　宮
20170903,1800,DeNA,巨人,1,0,横　浜
20170903,1800,阪神,中日,2,4,甲子園
20170903,1700,ロッテ,日本ハム,2,5,ZOZOマリン
20170903,1300,オリックス,西武,11,6,京セラD大阪
20170903,1300,ソフトバンク,楽天,1,0,ヤフオクドーム
20170905,1800,巨人,中日,11,8,松　本
20170905,1800,DeNA,ヤクルト,4,0,横　浜
20170905,1800,広島,阪神,8,7,マツダスタジアム
20170905,1800,日本ハム,楽天,1,6,富　山
20170905,1800,西武,ロッテ,5,2,メットライフ
20170905,1800,オリックス,ソフトバンク,5,6,京セラD大阪
20170906,1800,巨人,中日,0,4,前　橋
20170906,1800,DeNA,ヤクルト,1,0,横　浜
20170906,1800,広島,阪神,4,3,マツダスタジアム
20170906,1800,西武,ロッテ,7,8,メットライフ
20170906,1800,オリックス,ソフトバンク,0,8,ほっと神戸
20170907,1800,DeNA,ヤクルト,1,11,横　浜
20170907,1800,広島,阪神,6,4,マツダスタジアム
20170907,1800,日本ハム,楽天,4,6,東京ドーム
20170907,1800,西武,ロッテ,3,0,メットライフ
20170908,1800,巨人,ヤクルト,4,1,東京ドーム
20170908,1800,中日,広島,0,3,ナゴヤドーム
20170908,1800,阪神,DeNA,8,3,甲子園
20170908,1800,楽天,オリックス,2,4,Koboパーク宮城
20170908,1800,西武,日本ハム,2,9,メットライフ
20170908,1830,ロッテ,ソフトバンク,4,6,ZOZOマリン
20170909,1400,巨人,ヤクルト,0,4,東京ドーム
20170909,1400,中日,広島,5,9,ナゴヤドーム
20170909,1800,阪神,DeNA,2,1,甲子園
20170909,1400,楽天,オリックス,3,5,Koboパーク宮城
20170909,1400,西武,日本ハム,0,1,メットライフ
20170909,1400,ロッテ,ソフトバンク,1,2,ZOZOマリン
20170910,1400,巨人,ヤクルト,6,1,東京ドーム
20170910,1400,中日,広島,3,4,ナゴヤドーム
20170910,1800,阪神,DeNA,7,6,甲子園
20170910,1300,楽天,オリックス,2,1,Koboパーク宮城
20170910,1300,西武,日本ハム,8,7,メットライフ
20170910,1400,ロッテ,ソフトバンク,3,6,ZOZOマリン
20170912,1800,ヤクルト,中日,1,8,神　宮
20170912,1800,阪神,巨人,5,5,甲子園
20170912,1800,広島,DeNA,1,3,マツダスタジアム
20170912,1800,日本ハム,楽天,7,0,札幌ドーム
20170912,1815,ロッテ,オリックス,7,5,ZOZOマリン
20170913,1800,ヤクルト,中日,2,1,神　宮
20170913,1800,阪神,巨人,2,7,甲子園
20170913,1800,広島,DeNA,12,4,マツダスタジアム
20170913,1800,日本ハム,ロッテ,1,4,札幌ドーム
20170913,1800,楽天,西武,3,7,Koboパーク宮城
20170913,1800,ソフトバンク,オリックス,2,5,ヤフオクドーム
20170914,1800,ヤクルト,中日,1,2,神　宮
20170914,1800,阪神,巨人,2,2,甲子園
20170914,1800,広島,DeNA,5,4,マツダスタジアム
20170914,1800,日本ハム,ロッテ,4,6,札幌ドーム
20170914,1800,楽天,西武,1,2,Koboパーク宮城
20170914,1800,ソフトバンク,オリックス,7,4,ヤフオクドーム
20170916,1800,巨人,DeNA,0,1,東京ドーム
20170916,1400,広島,ヤクルト,4,5,マツダスタジアム
20170916,1400,日本ハム,オリックス,6,3,札幌ドーム
20170916,1400,楽天,ロッテ,13,5,Koboパーク宮城
20170916,1400,西武,ソフトバンク,3,7,メットライフ
20170917,1400,巨人,DeNA,6,1,東京ドーム
20170917,1400,日本ハム,オリックス,2,4,札幌ドーム
20170917,1300,西武,ソフトバンク,3,2,メットライフ
20170918,1700,DeNA,ヤクルト,4,2,横　浜
20170918,1400,中日,巨人,2,0,ナゴヤドーム
20170918,1400,阪神,広島,2,3,甲子園
20170918,1300,日本ハム,オリックス,7,1,札幌ドーム
20170918,1300,楽天,ロッテ,4,3,Koboパーク宮城
20170918,1300,西武,ソフトバンク,14,13,メットライフ
20170919,1800,中日,巨人,10,2,ナゴヤドーム
20170919,1800,楽天,日本ハム,6,0,Koboパーク宮城
20170919,1800,西武,ロッテ,3,6,メットライフ
20170920,1800,ヤクルト,中日,1,6,神　宮
20170920,1800,阪神,巨人,0,2,甲子園
20170920,1800,日本ハム,ソフトバンク,1,4,札幌ドーム
20170920,1800,楽天,オリックス,4,8,Koboパーク宮城
20170920,1800,西武,ロッテ,1,3,メットライフ
20170921,1800,広島,阪神,5,7,マツダスタジアム
20170921,1800,日本ハム,ソフトバンク,6,4,札幌ドーム
20170921,1800,楽天,オリックス,4,7,Koboパーク宮城
20170921,1800,西武,ロッテ,3,4,メットライフ
20170922,1800,広島,巨人,5,0,マツダスタジアム
20170923,1800,ヤクルト,阪神,1,8,神　宮
20170923,1400,中日,DeNA,5,13,ナゴヤドーム
20170923,1330,広島,巨人,3,2,マツダスタジアム
20170923,1800,西武,オリックス,5,0,メットライフ
20170923,1800,ロッテ,日本ハム,3,4,ZOZOマリン
20170923,1800,ソフトバンク,楽天,1,3,ヤフオクドーム
20170924,1800,ヤクルト,巨人,3,5,神　宮
20170924,1400,中日,広島,3,2,ナゴヤドーム
20170924,1800,阪神,DeNA,0,2,甲子園
20170924,1400,西武,オリックス,8,5,メットライフ
20170924,1400,ロッテ,日本ハム,4,3,ZOZOマリン
20170924,1400,ソフトバンク,楽天,4,3,ヤフオクドーム
20170925,1800,ヤクルト,巨人,5,6,神　宮
20170925,1800,阪神,DeNA,0,7,甲子園
20170925,1800,ソフトバンク,楽天,2,10,ヤフオクドーム
20170926,1800,巨人,ヤクルト,3,0,東京ドーム
20170926,1800,オリックス,日本ハム,2,6,京セラD大阪
20170926,1800,ソフトバンク,ロッテ,3,4,ヤフオクドーム
20170927,1800,巨人,中日,2,1,東京ドーム
20170927,1800,DeNA,阪神,4,4,横　浜
20170927,1800,オリックス,日本ハム,2,3,京セラD大阪
20170928,1800,DeNA,阪神,2,11,横　浜
20170928,1800,広島,ヤクルト,3,1,マツダスタジアム
20170928,1800,日本ハム,楽天,4,3,札幌ドーム
20170928,1800,ソフトバンク,西武,8,5,ヤフオクドーム
20170929,1800,DeNA,阪神,6,2,横　浜
20170929,1800,日本ハム,楽天,0,3,札幌ドーム
20170929,1815,ロッテ,オリックス,0,4,ZOZOマリン
20170930,1800,巨人,阪神,1,5,東京ドーム
20170930,1800,ヤクルト,中日,7,5,神　宮
20170930,1800,DeNA,広島,1,5,横　浜
20170930,1800,日本ハム,西武,4,3,札幌ドーム
20170930,1800,楽天,ロッテ,3,4,Koboパーク宮城
20170930,1800,オリックス,ソフトバンク,9,7,京セラD大阪
20171001,1400,巨人,阪神,4,5,東京ドーム
20171001,1800,ヤクルト,中日,4,6,神　宮
20171001,1400,DeNA,広島,13,7,横　浜
20171001,1400,日本ハム,西武,0,5,札幌ドーム
20171001,1400,楽天,ロッテ,2,5,Koboパーク宮城
20171001,1400,オリックス,ソフトバンク,0,2,京セラD大阪
20171002,1800,西武,楽天,1,2,メットライフ
20171003,1800,ヤクルト,巨人,6,10,神　宮
20171003,1800,DeNA,中日,3,1,横　浜
20171003,1800,日本ハム,オリックス,10,5,札幌ドーム
20171003,1800,西武,楽天,10,3,メットライフ
20171004,1800,DeNA,中日,2,1,横　浜
20171004,1800,日本ハム,オリックス,3,0,札幌ドーム
20171004,1815,ロッテ,楽天,1,1,ZOZOマリン
20171005,1800,阪神,中日,2,1,甲子園
20171005,1800,西武,日本ハム,6,8,メットライフ
20171005,1815,ロッテ,楽天,3,2,ZOZOマリン
20171005,1800,ソフトバンク,オリックス,4,3,ヤフオクドーム
20171007,1800,オリックス,楽天,0,7,京セラD大阪
20171008,1800,楽天,ソフトバンク,2,0,Koboパーク宮城
20171009,1400,楽天,日本ハム,1,3,Koboパーク宮城
20171009,1300,ロッテ,オリックス,6,1,ZOZOマリン
20171010,1800,阪神,中日,6,1,甲子園
20171010,1300,楽天,ロッテ,5,0,Koboパーク宮城
20171014,1400,阪神,DeNA,2,0,甲子園
20171014,1300,西武,楽天,10,0,メットライフ
20171015,1400,阪神,DeNA,6,13,甲子園
20171015,1300,西武,楽天,1,4,メットライフ
20171015,1800,西武,楽天,2,5,メットライフ
20171017,1800,阪神,DeNA,1,6,甲子園
20171018,1800,広島,DeNA,3,0,マツダスタジアム
20171018,1800,ソフトバンク,楽天,2,3,ヤフオクドーム
20171019,1800,広島,DeNA,2,6,マツダスタジアム
20171019,1800,ソフトバンク,楽天,1,2,ヤフオクドーム
20171020,1800,広島,DeNA,0,1,マツダスタジアム
20171020,1800,ソフトバンク,楽天,7,5,ヤフオクドーム
20171020,1300,ソフトバンク,楽天,4,3,ヤフオクドーム
20171020,1300,ソフトバンク,楽天,7,0,ヤフオクドーム
20171023,1800,広島,DeNA,3,4,マツダスタジアム
20171024,1800,広島,DeNA,3,9,マツダスタジアム
20171028,1830,ソフトバンク,DeNA,10,1,ヤフオクドーム
20171029,1830,ソフトバンク,DeNA,4,3,ヤフオクドーム
20171031,1830,DeNA,ソフトバンク,2,3,横　浜
20171101,1830,DeNA,ソフトバンク,6,0,横　浜
20171102,1830,DeNA,ソフトバンク,5,4,横　浜
20171104,1830,ソフトバンク,DeNA,4,3,ヤフオクドーム
